status,status_fail,response_time_ms,http_status_code,hour,day,is_weekend,rolling_z_score,rt_percentile,rt_rolling_std,fail_diff,rt_diff,rt_drift,is_monolith,service_median_rt,rt_relative
1,0,381.0,200,4,4,0,-0.3050520073903497,0.5410649819494585,587.440805528523,0.0,105.0,169.98947368421057,1,358.0,1.0642457803283303
1,0,504.0,200,4,4,0,-0.20582246830141643,0.6922382671480144,557.7622253254517,0.0,123.0,213.4315789473684,1,358.0,1.4078211897256652
1,0,325.0,200,4,4,0,-0.5253023583272641,0.43366425992779783,558.1547276517507,0.0,-179.0,209.41052631578953,1,358.0,0.9078212036921453
1,0,224.0,200,4,4,0,-1.0963824256713053,0.17554151624548736,107.62666955731746,0.0,-101.0,-38.94736842105266,1,358.0,0.6256983065447401
1,0,234.0,200,4,4,0,-0.8629183337906532,0.21931407942238268,115.42226821545313,0.0,10.0,-47.50526315789472,1,358.0,0.6536312666583446
1,0,222.0,200,4,4,0,-0.6601988673186907,0.16967509025270758,120.87266026691067,0.0,-12.0,-78.72631578947369,1,358.0,0.6201117145220192
1,0,228.0,200,4,4,0,-0.4220953786684251,0.19494584837545126,44.06585980098431,0.0,6.0,-134.82105263157897,1,358.0,0.6368714905901819
1,0,237.0,200,4,4,0,1.249388143892304,0.22563176895306858,6.403124237433257,0.0,9.0,-152.68421052631578,1,358.0,0.6620111546924259
1,0,250.0,200,4,4,0,1.4983189817144946,0.2486462093862816,10.545141061171504,0.0,13.0,-124.80000000000001,1,358.0,0.6983240028401118
1,0,297.0,200,4,4,0,1.6745426040737232,0.3704873646209386,29.978325503603518,0.0,47.0,-110.41052631578947,1,358.0,0.8296089153740527
1,0,256.0,200,4,4,0,0.09017838590246159,0.26173285198555957,26.613906139460344,0.0,-41.0,-106.18947368421053,1,358.0,0.7150837789082743
1,0,244.0,200,4,4,0,-0.5434764154514091,0.24368231046931407,23.55206997272225,0.0,-12.0,-104.72631578947369,1,358.0,0.681564226771949
0,1,,0,4,4,0,,,24.00520776831575,1.0,0.0,-104.36111111111109,1,358.0,
1,0,377.0,200,2,4,0,1.3890323435705032,0.5370036101083032,60.11378100458058,-1.0,0.0,-81.27777777777777,1,358.0,1.0530725962828884
1,0,708.0,200,2,4,0,1.4410199152888012,0.8032490974729242,216.33981757103032,0.0,331.0,12.527777777777771,1,358.0,1.9776535760431964
1,0,413.0,200,2,4,0,-0.11499114251145728,0.601985559566787,195.6672345250136,0.0,-295.0,50.23684210526318,1,358.0,1.1536312526918646
1,0,1277.0,200,2,4,0,1.4015482829551205,0.9426895306859205,416.1469091558894,0.0,864.0,252.38157894736844,1,358.0,3.5670390065072906
1,0,413.0,200,2,4,0,-0.5885153245030057,0.601985559566787,381.6383104458985,0.0,-864.0,191.7578947368421,1,358.0,1.1536312526918646
1,0,593.0,200,2,4,0,-0.2465337130802507,0.7522563176895307,356.13789464194906,0.0,180.0,288.2210526315789,1,358.0,1.656424534736745
1,0,1235.0,200,2,4,0,1.0308468580785228,0.9377256317689531,435.3701873119013,0.0,642.0,343.1473684210527,1,358.0,3.449720574030152
1,0,456.0,200,2,4,0,-0.7943925448030031,0.6565884476534296,426.48939025490427,0.0,-779.0,347.79999999999995,1,358.0,1.2737429811803638
1,0,392.0,200,2,4,0,-0.6382384936081376,0.5685920577617328,353.78623489333216,0.0,-64.0,176.69473684210521,1,358.0,1.094972036453295
1,0,832.0,200,2,4,0,0.3806243964293466,0.8357400722021661,342.59495034223727,0.0,440.0,233.8105263157895,1,358.0,2.324022281451892
1,0,518.0,200,2,4,0,-0.4815790556763394,0.6981046931407943,350.09827191804305,0.0,-314.0,203.3368421052632,1,358.0,1.4469273338847115
